NO,Original ASF,Rounding ASF,Payment Method_encoded,Channel_encoded,Order ID_encoded,SLS Tracking Number_encoded,Shopee Order SN_encoded,Sort Code Name_encoded,SOC Received time_encoded,OnHoldReason_encoded,Status_encoded,Order Account_encoded,Current Station_encoded,Pickup Station_encoded,Destination Station_encoded,Next Station_encoded
330.0,14700.0,14700.0,1,0,775,502,907,275,380,0,4,0,2,24,153,39
331.0,14700.0,14700.0,1,0,947,286,339,153,808,0,2,0,1,87,80,29
332.0,9100.0,9100.0,0,0,888,134,599,297,791,0,2,2,2,52,70,21
333.0,12500.0,12500.0,1,0,527,726,206,210,831,0,2,1,1,61,107,29
334.0,18300.0,18300.0,1,0,298,263,976,32,612,0,2,0,1,65,19,29
335.0,9100.0,9100.0,1,0,271,618,602,144,743,0,2,2,2,52,70,21
336.0,18300.0,18300.0,1,0,173,944,429,76,261,0,1,0,2,56,157,42
337.0,22300.0,22300.0,0,0,670,953,495,210,270,0,4,0,2,56,107,26
338.0,23400.0,23400.0,1,0,478,68,630,113,430,0,4,2,2,124,52,17
339.0,14200.0,14200.0,1,0,798,107,817,107,140,0,2,2,2,102,64,20
340.0,20300.0,20300.0,1,0,137,48,797,130,48,0,1,2,1,29,64,29
341.0,14700.0,14700.0,1,0,62,806,944,14,547,0,0,0,2,66,10,3
342.0,152000.0,152000.0,0,0,471,930,230,22,786,0,0,0,2,70,50,35
343.0,32400.0,32400.0,0,0,783,140,78,209,223,0,1,0,2,70,105,7
344.0,42600.0,42600.0,0,0,795,979,68,135,787,0,0,0,2,70,46,2
345.0,18300.0,18300.0,0,0,595,739,430,278,686,0,3,0,1,27,112,29
346.0,17200.0,17200.0,1,0,862,905,441,14,681,0,3,2,1,27,10,29
347.0,22400.0,22400.0,1,0,217,259,545,185,677,0,3,2,1,27,96,29
348.0,9100.0,9100.0,0,0,106,448,631,297,746,0,2,2,2,52,70,21
349.0,22400.0,22400.0,1,0,650,925,687,97,679,0,3,2,1,27,42,29
350.0,20300.0,20300.0,1,0,318,640,726,2,678,0,2,2,1,27,112,29
351.0,22400.0,22400.0,0,0,369,945,744,218,680,0,3,2,1,27,157,29
352.0,14700.0,14700.0,1,0,17,576,1,14,736,0,2,0,1,65,10,29
353.0,14700.0,14700.0,1,0,35,704,961,232,812,0,4,0,1,29,119,29
354.0,22300.0,22300.0,1,0,884,646,871,59,776,0,4,0,1,29,149,29
355.0,9100.0,9100.0,0,0,975,159,640,144,782,0,2,2,2,52,70,21
356.0,17200.0,17200.0,1,0,319,788,939,190,242,0,0,2,2,27,98,25
357.0,22400.0,22400.0,1,0,977,958,900,110,685,0,3,2,1,27,30,29
358.0,14700.0,14700.0,1,0,646,182,173,159,672,0,4,0,2,115,80,23
359.0,21300.0,21300.0,1,0,458,977,783,272,81,0,3,0,2,37,37,26
360.0,22400.0,22400.0,1,0,352,651,183,111,153,0,4,2,2,12,30,9
361.0,21300.0,21300.0,0,0,978,827,504,156,245,0,0,2,2,56,98,25
362.0,21300.0,21300.0,0,0,337,544,301,76,414,0,3,2,2,124,157,42
363.0,16200.0,16200.0,0,0,275,826,54,254,155,0,3,0,2,115,112,28
364.0,19200.0,19200.0,0,0,980,151,971,84,805,0,0,2,4,1,37,29
365.0,21300.0,21300.0,0,0,636,691,655,216,93,0,2,2,2,34,111,27
366.0,18300.0,18300.0,0,0,280,303,327,50,641,0,3,0,1,76,55,29
367.0,21300.0,21300.0,1,0,59,779,791,292,277,0,4,2,2,97,155,41
368.0,21300.0,21300.0,0,0,589,708,681,241,530,0,4,0,2,97,11,4
369.0,85200.0,85200.0,1,0,222,453,94,103,790,0,3,2,2,70,33,16
370.0,10100.0,10100.0,1,0,822,876,380,188,825,0,3,2,2,70,7,1
371.0,9100.0,9100.0,0,0,46,493,848,144,750,0,2,2,2,52,70,21
372.0,16200.0,16200.0,1,0,179,814,845,288,125,0,3,2,2,41,154,40
373.0,22300.0,22300.0,0,0,415,100,573,19,621,0,3,0,2,117,45,14
374.0,18300.0,18300.0,1,0,761,438,963,32,645,0,3,0,1,6,19,29
375.0,16200.0,16200.0,0,0,741,734,968,137,113,0,2,0,2,70,94,10
376.0,16200.0,16200.0,1,0,47,109,100,87,64,0,0,2,2,12,39,12
377.0,15200.0,15200.0,1,0,660,181,86,232,106,0,0,2,2,12,119,31
378.0,14700.0,14700.0,1,0,326,136,889,275,531,0,0,0,2,117,153,39
379.0,16200.0,16200.0,0,0,958,860,79,159,98,0,3,2,1,12,80,29
380.0,15200.0,15200.0,1,0,252,902,65,232,152,0,4,2,2,12,119,31
381.0,44600.0,44600.0,1,0,312,605,116,299,207,0,1,0,2,12,52,17
382.0,14700.0,14700.0,1,0,469,963,88,159,114,0,3,0,1,12,80,29
383.0,14700.0,14700.0,1,0,550,966,111,275,99,0,3,0,1,12,153,29
384.0,16200.0,16200.0,0,0,982,720,75,21,112,0,3,0,1,12,2,29
385.0,17200.0,17200.0,0,0,474,447,42,302,780,0,1,2,4,47,30,29
386.0,20300.0,20300.0,0,0,853,331,231,65,146,0,2,2,2,41,149,36
387.0,22300.0,22300.0,1,0,145,782,908,210,397,0,2,0,2,39,107,26
388.0,14700.0,14700.0,0,0,444,174,390,275,393,0,0,0,2,39,153,39
389.0,22300.0,22300.0,1,0,301,701,925,23,709,0,2,2,1,56,79,29
390.0,22400.0,22400.0,0,0,657,139,69,131,253,0,4,2,2,57,61,26
391.0,22300.0,22300.0,1,0,167,479,901,121,105,0,3,0,2,9,9,13
392.0,20300.0,20300.0,0,0,543,395,717,9,817,0,2,2,0,114,9,29
393.0,22300.0,22300.0,1,0,762,960,57,273,671,0,2,2,1,115,152,29
394.0,15700.0,15700.0,0,0,26,638,400,251,710,0,2,0,2,70,137,35
395.0,22300.0,22300.0,1,0,127,650,795,156,417,0,2,0,0,6,98,29
396.0,14700.0,14700.0,0,0,546,713,384,228,972,0,0,0,1,56,118,29
397.0,18300.0,18300.0,0,0,911,760,211,183,516,0,4,0,2,97,136,34
398.0,22400.0,22400.0,0,0,971,500,356,115,520,0,0,2,2,97,152,38
399.0,14700.0,14700.0,0,0,609,859,335,229,274,0,4,0,2,97,120,32
400.0,36600.0,36600.0,1,0,307,176,162,173,393,0,3,0,2,39,136,34
401.0,14700.0,14700.0,1,0,523,184,182,232,829,0,2,0,1,39,119,29
402.0,17300.0,17300.0,0,0,90,756,213,229,422,0,4,2,2,124,120,32
403.0,21300.0,21300.0,0,0,333,746,171,86,420,0,1,2,1,124,38,29
404.0,18300.0,18300.0,1,0,954,234,801,249,286,0,2,2,2,77,136,34
405.0,44100.0,44100.0,0,0,993,989,639,190,37,0,1,0,1,92,98,29
406.0,12500.0,12500.0,1,0,9,191,232,84,949,0,4,1,1,74,37,29
407.0,11500.0,11500.0,1,0,150,198,28,270,365,0,4,1,2,74,149,36
408.0,12000.0,12000.0,1,0,706,898,134,4,178,0,3,1,2,74,64,20
409.0,11000.0,11000.0,1,0,239,320,295,235,280,0,3,1,2,74,112,28
410.0,14700.0,14700.0,1,0,661,950,583,275,324,0,3,0,2,50,153,39
411.0,12500.0,12500.0,0,0,641,664,333,282,731,0,2,1,1,74,107,29
412.0,21300.0,21300.0,1,0,844,881,15,130,813,0,1,2,4,85,64,29
413.0,23400.0,23400.0,1,0,968,855,249,185,430,0,3,2,2,19,96,24
414.0,21300.0,21300.0,0,0,43,784,241,216,156,0,4,0,2,115,111,27
415.0,22300.0,22300.0,0,0,829,719,727,300,142,0,3,0,2,60,61,26
416.0,22300.0,22300.0,1,0,608,321,867,4,321,0,4,0,1,123,64,29
417.0,22400.0,22400.0,1,0,178,728,869,156,865,0,4,2,1,6,98,29
418.0,23400.0,23400.0,0,0,434,491,482,270,244,0,1,2,2,59,149,36
419.0,21300.0,21300.0,0,0,182,239,244,224,346,0,2,2,2,72,38,9
420.0,22300.0,22300.0,1,0,541,23,774,281,60,0,3,0,0,55,96,29
421.0,22300.0,22300.0,1,0,273,714,159,156,853,0,3,0,1,24,98,29
422.0,22300.0,22300.0,1,0,644,613,790,156,417,0,2,0,0,6,98,29
423.0,18300.0,18300.0,0,0,645,655,346,32,341,0,4,0,2,24,19,6
424.0,15500.0,15500.0,1,0,642,534,633,288,118,0,4,1,2,12,154,40
425.0,14700.0,14700.0,1,0,617,752,945,230,68,0,0,0,2,113,119,31
426.0,29400.0,29400.0,1,0,865,741,478,87,544,0,4,0,2,97,39,12
427.0,22300.0,22300.0,0,0,707,557,714,105,403,0,2,0,2,96,70,21
428.0,22300.0,22300.0,1,0,554,711,512,144,403,0,2,0,2,96,70,21
429.0,14700.0,14700.0,1,0,243,614,943,14,96,0,3,0,2,122,10,3
430.0,10100.0,10100.0,0,0,394,970,893,110,715,0,2,2,2,68,30,9
431.0,16200.0,16200.0,0,0,749,477,367,288,638,0,2,2,0,78,154,29
432.0,11100.0,11100.0,0,0,757,91,960,76,713,0,2,2,5,8,157,29
433.0,21300.0,21300.0,0,0,24,142,237,35,307,0,1,0,2,70,49,7
434.0,32500.0,32500.0,0,0,547,81,186,262,382,0,2,0,2,70,99,16
435.0,32500.0,32500.0,0,0,860,956,185,262,358,0,2,0,2,70,99,16
436.0,23300.0,23300.0,0,0,8,758,930,1,50,0,3,2,2,23,2,0
437.0,22300.0,22300.0,0,0,91,18,737,142,136,0,3,0,2,124,149,36
438.0,10100.0,10100.0,0,0,669,671,342,218,35,0,3,2,2,94,19,6
439.0,18200.0,18200.0,0,0,168,452,721,185,287,0,2,2,2,77,96,24
440.0,18300.0,18300.0,1,0,277,825,715,298,177,0,3,0,2,122,157,42
441.0,23400.0,23400.0,0,0,68,660,847,142,493,0,1,2,2,56,149,36
442.0,22300.0,22300.0,1,0,755,196,314,97,390,0,3,0,2,99,42,13
443.0,156100.0,156100.0,0,0,205,698,236,273,400,0,1,2,1,10,152,29
444.0,11600.0,11600.0,0,0,927,575,490,260,484,0,2,0,2,94,27,10
445.0,22400.0,22400.0,1,0,446,212,464,97,235,0,3,2,1,92,42,29
446.0,21300.0,21300.0,0,0,892,926,43,15,675,0,4,0,2,115,11,4
447.0,15700.0,15700.0,1,0,249,3,950,259,684,0,2,0,2,70,144,35
448.0,17300.0,17300.0,1,0,417,380,878,190,566,0,0,2,2,65,98,25
449.0,15700.0,15700.0,0,0,3,787,121,208,819,0,0,0,2,70,77,35
450.0,42200.0,42200.0,0,0,210,282,52,18,849,0,2,0,2,70,88,16
451.0,19800.0,19800.0,1,0,489,275,37,123,878,0,2,0,2,70,56,35
452.0,19800.0,19800.0,0,0,701,933,101,3,874,0,2,0,2,70,4,35
453.0,31500.0,31500.0,0,0,711,304,14,148,793,0,3,0,2,70,72,16
454.0,32500.0,32500.0,0,0,377,170,39,143,257,0,2,0,2,70,21,16
455.0,38600.0,38600.0,1,0,612,13,957,293,210,0,3,0,1,31,155,29
456.0,13200.0,13200.0,1,0,411,213,536,194,701,0,2,2,2,129,100,7
457.0,18300.0,18300.0,1,0,484,230,937,236,564,0,4,0,2,66,112,28
458.0,17300.0,17300.0,1,0,848,535,927,159,368,0,3,2,1,63,80,29
459.0,14700.0,14700.0,0,0,866,205,320,176,766,0,2,0,4,18,111,29
460.0,14700.0,14700.0,0,0,989,293,383,105,815,0,4,0,2,18,70,21
461.0,20300.0,20300.0,0,0,25,349,83,102,53,0,3,0,2,3,45,14
462.0,16200.0,16200.0,0,0,313,348,106,24,52,0,4,0,2,3,155,41
463.0,14700.0,14700.0,0,0,317,489,85,153,54,0,0,0,2,3,80,23
464.0,22300.0,22300.0,1,0,487,279,115,107,457,0,1,0,1,29,64,29
465.0,22300.0,22300.0,0,0,794,570,589,223,456,0,4,0,2,29,117,27
466.0,21300.0,21300.0,0,0,169,999,312,61,670,0,4,2,2,115,30,9
467.0,81200.0,81200.0,0,0,715,696,948,83,47,0,1,0,0,3,107,29
468.0,21300.0,21300.0,0,0,765,918,699,224,348,0,4,2,2,27,38,9
469.0,22300.0,22300.0,1,0,2,685,90,96,264,0,3,0,2,10,64,20
470.0,14700.0,14700.0,0,0,651,588,279,232,674,0,2,0,1,115,119,29
471.0,22300.0,22300.0,1,0,133,322,393,134,345,0,4,0,2,27,111,27
472.0,17300.0,17300.0,0,0,443,122,132,232,344,0,0,2,2,97,119,31
473.0,14700.0,14700.0,1,0,620,75,866,230,300,0,4,0,2,19,119,31
474.0,14700.0,14700.0,1,0,845,658,387,229,410,0,4,0,2,35,120,32
475.0,17300.0,17300.0,1,0,19,633,480,275,439,0,0,2,2,95,153,39
476.0,17200.0,17200.0,1,0,786,268,823,190,233,0,0,2,2,32,98,25
477.0,16200.0,16200.0,0,0,238,45,529,180,770,0,3,2,2,18,79,22
478.0,16200.0,16200.0,1,0,531,298,471,223,765,0,1,2,4,18,117,29
479.0,16200.0,16200.0,1,0,841,53,284,31,763,0,2,2,4,18,16,29
480.0,24400.0,24400.0,1,0,272,112,67,227,80,0,4,0,2,35,152,38
481.0,14700.0,14700.0,0,0,614,520,934,228,643,0,0,0,2,78,118,30
482.0,18300.0,18300.0,1,0,677,524,952,236,454,0,3,0,2,61,112,28
483.0,21300.0,21300.0,0,0,926,487,792,292,129,0,4,2,2,65,155,41
484.0,14700.0,14700.0,0,0,101,912,160,153,669,0,2,0,1,115,80,29
485.0,21300.0,21300.0,0,0,247,64,551,153,87,0,2,2,2,107,30,9
486.0,14700.0,14700.0,1,0,464,641,928,229,514,0,2,0,1,125,120,29
487.0,14700.0,14700.0,1,0,192,519,370,224,803,0,1,0,4,69,38,29
488.0,22300.0,22300.0,0,0,48,194,128,300,642,0,2,0,1,76,61,29
489.0,14700.0,14700.0,1,0,472,653,44,229,637,0,3,0,1,76,120,29
490.0,18300.0,18300.0,1,0,585,236,126,32,268,0,3,0,2,10,19,6
491.0,18300.0,18300.0,0,0,691,572,60,109,265,0,2,0,2,34,55,18
492.0,21300.0,21300.0,1,0,303,622,736,112,455,0,3,2,2,119,38,9
493.0,14700.0,14700.0,1,0,21,684,839,230,117,0,0,0,2,114,119,31
494.0,14700.0,14700.0,1,0,431,110,940,230,625,0,4,0,2,55,119,31
495.0,17300.0,17300.0,0,0,903,250,852,87,635,0,1,2,1,57,39,29
496.0,23400.0,23400.0,1,0,23,978,622,94,370,0,4,2,2,74,16,5
497.0,14700.0,14700.0,0,0,200,475,917,159,497,0,4,0,2,125,80,23
498.0,17200.0,17200.0,1,0,578,462,535,190,707,0,3,2,1,74,98,29
499.0,17200.0,17200.0,0,0,778,780,501,153,383,0,0,2,2,74,80,23
500.0,16200.0,16200.0,0,0,627,260,880,205,498,0,3,0,2,125,155,41
501.0,22300.0,22300.0,1,0,248,269,469,273,337,0,0,2,2,74,152,38
502.0,22400.0,22400.0,1,0,257,593,466,97,273,0,4,2,2,74,42,13
503.0,17200.0,17200.0,0,0,838,770,417,153,293,0,0,2,2,74,80,23
504.0,20300.0,20300.0,1,0,465,149,418,235,179,0,4,2,2,74,112,28
505.0,17200.0,17200.0,1,0,172,26,388,190,918,0,2,2,1,74,98,29
506.0,22400.0,22400.0,0,0,304,862,394,62,311,0,4,2,2,74,38,9
507.0,22300.0,22300.0,0,0,753,941,371,273,938,0,4,2,1,74,152,29
508.0,17200.0,17200.0,1,0,61,598,336,228,944,0,4,2,1,74,118,29
509.0,22300.0,22300.0,0,0,929,206,420,210,489,0,3,0,2,35,107,26
510.0,14200.0,14200.0,1,0,79,682,938,293,694,0,4,2,1,58,155,29
511.0,22300.0,22300.0,1,0,279,670,506,142,349,0,2,0,2,124,149,36
512.0,20300.0,20300.0,1,0,931,379,511,65,192,0,1,2,2,33,149,36
513.0,14700.0,14700.0,0,0,38,823,23,228,174,0,0,0,2,127,118,30
514.0,21300.0,21300.0,0,0,461,374,804,156,486,0,4,2,2,35,98,25
515.0,22300.0,22300.0,0,0,539,76,524,120,491,0,3,0,1,124,9,29
516.0,17200.0,17200.0,1,0,466,733,177,14,930,0,4,2,1,74,10,29
517.0,23400.0,23400.0,0,0,507,828,146,287,934,0,4,2,1,74,16,29
518.0,11100.0,11100.0,1,0,558,459,282,113,700,0,3,2,2,103,52,17
519.0,23000.0,23000.0,1,0,754,301,860,185,556,0,3,1,2,120,96,24
520.0,22300.0,22300.0,0,0,456,285,690,121,568,0,4,0,1,125,9,29
521.0,63900.0,63900.0,0,0,97,416,929,156,632,0,4,2,1,21,98,29
522.0,16200.0,16200.0,1,0,374,43,947,293,310,0,3,0,2,27,155,41
523.0,14700.0,14700.0,1,0,560,591,47,285,71,0,0,0,2,26,80,23
524.0,14700.0,14700.0,1,0,117,540,873,232,920,0,2,0,1,74,119,29
525.0,22300.0,22300.0,0,0,193,248,862,189,185,0,4,0,2,74,70,21
526.0,22300.0,22300.0,0,0,604,223,840,26,909,0,2,0,1,74,7,29
527.0,18300.0,18300.0,1,0,695,46,849,236,906,0,2,0,1,74,112,29
528.0,36600.0,36600.0,0,0,228,369,618,278,371,0,3,2,2,14,112,28
529.0,18300.0,18300.0,0,0,14,587,920,76,505,0,4,0,2,35,157,42
530.0,14700.0,14700.0,1,0,537,407,818,47,204,0,4,0,2,74,10,3
531.0,22400.0,22400.0,1,0,802,360,711,108,226,0,3,2,2,24,48,15
532.0,22400.0,22400.0,0,0,899,472,144,131,224,0,4,2,2,24,61,26
533.0,22300.0,22300.0,0,0,268,424,838,144,636,0,2,0,1,76,70,29
534.0,18300.0,18300.0,0,0,817,437,422,160,640,0,2,0,1,76,48,29
535.0,18300.0,18300.0,1,0,102,356,778,107,911,0,2,0,1,74,48,29
536.0,14700.0,14700.0,1,0,134,949,780,77,374,0,0,0,2,74,120,32
537.0,14700.0,14700.0,1,0,809,550,114,275,910,0,3,0,1,74,153,29
538.0,18300.0,18300.0,0,0,535,30,775,2,165,0,4,0,2,74,112,28
539.0,16200.0,16200.0,0,0,981,648,745,21,163,0,4,0,2,74,2,0
540.0,22300.0,22300.0,0,0,438,308,705,134,716,0,2,0,1,74,111,29
541.0,22300.0,22300.0,1,0,682,441,708,124,166,0,3,0,2,74,107,26
542.0,22300.0,22300.0,0,0,380,602,693,189,950,0,4,0,1,74,70,29
543.0,16200.0,16200.0,1,0,974,964,697,24,336,0,4,0,2,74,155,41
544.0,14700.0,14700.0,0,0,53,302,692,229,294,0,4,0,2,74,120,32
545.0,18300.0,18300.0,0,0,654,921,678,183,329,0,4,0,2,74,136,34
546.0,14700.0,14700.0,1,0,104,874,671,153,932,0,4,0,1,74,80,29
547.0,18300.0,18300.0,1,0,813,192,252,32,190,0,4,0,2,74,19,6
548.0,22300.0,22300.0,0,0,27,28,649,37,314,0,4,0,2,74,107,26
549.0,17300.0,17300.0,1,0,81,768,910,159,633,0,2,2,1,57,80,29
550.0,14700.0,14700.0,1,0,521,994,609,190,913,0,2,0,1,74,98,29
551.0,14700.0,14700.0,0,0,678,531,611,228,908,0,2,0,1,74,118,29
552.0,22300.0,22300.0,1,0,890,581,605,130,169,0,4,0,2,74,64,20
553.0,14700.0,14700.0,1,0,381,818,569,159,353,0,0,0,2,74,80,23
554.0,22300.0,22300.0,1,0,630,9,492,120,706,0,3,0,1,74,9,29
555.0,14200.0,14200.0,0,0,515,621,613,249,127,0,2,2,2,11,136,34
556.0,18300.0,18300.0,1,0,95,227,661,249,164,0,2,0,2,87,136,34
557.0,22300.0,22300.0,0,0,881,766,514,138,933,0,4,0,1,74,11,29
558.0,16200.0,16200.0,1,0,946,755,510,167,301,0,0,0,2,74,154,40
559.0,14700.0,14700.0,1,0,120,63,503,47,327,0,0,0,2,74,10,3
560.0,22300.0,22300.0,0,0,738,750,496,7,160,0,3,0,2,74,7,1
561.0,12000.0,12000.0,0,0,723,98,594,96,558,0,3,1,1,66,64,29
562.0,18300.0,18300.0,0,0,732,672,494,36,161,0,3,0,2,74,48,15
563.0,14700.0,14700.0,1,0,488,42,483,153,276,0,0,0,2,74,80,23
564.0,22300.0,22300.0,0,0,155,163,479,80,352,0,3,0,2,74,37,26
565.0,16200.0,16200.0,0,0,403,102,474,167,159,0,4,0,2,74,154,40
566.0,14700.0,14700.0,1,0,705,563,465,72,959,0,0,0,1,74,120,29
567.0,22300.0,22300.0,0,0,979,536,457,86,940,0,4,0,1,74,38,29
568.0,17300.0,17300.0,1,0,154,990,946,190,42,0,1,2,1,21,98,29
569.0,14700.0,14700.0,1,0,282,813,455,232,350,0,3,0,2,74,119,31
570.0,14700.0,14700.0,1,0,379,627,936,47,492,0,0,0,2,87,10,3
571.0,24400.0,24400.0,0,0,667,199,454,23,205,0,4,0,2,74,79,22
572.0,14700.0,14700.0,1,0,151,313,764,190,216,0,4,0,2,113,98,25
573.0,20300.0,20300.0,1,0,721,173,832,300,211,0,0,0,2,113,61,26
574.0,14700.0,14700.0,1,0,66,200,447,190,907,0,2,0,1,74,98,29
575.0,16200.0,16200.0,0,0,418,265,450,24,343,0,4,0,2,74,155,41
576.0,17200.0,17200.0,0,0,599,186,247,59,847,0,1,2,4,64,149,29
577.0,18300.0,18300.0,0,0,463,258,436,108,915,0,2,0,1,74,48,29
578.0,22300.0,22300.0,0,0,939,821,428,127,315,0,4,0,2,74,117,27
579.0,14700.0,14700.0,0,0,400,872,426,14,711,0,3,0,1,74,10,29
580.0,11100.0,11100.0,1,0,514,778,87,154,880,0,3,2,2,49,127,33
581.0,14700.0,14700.0,0,0,574,795,425,228,175,0,4,0,2,74,118,30
582.0,10100.0,10100.0,1,0,709,442,73,60,217,0,1,2,2,49,64,20
583.0,11600.0,11600.0,0,0,218,483,110,247,458,0,2,0,2,94,134,10
584.0,14700.0,14700.0,0,0,774,345,423,153,922,0,2,0,1,74,80,29
585.0,21300.0,21300.0,1,0,788,791,32,127,660,0,3,2,2,115,117,27
586.0,18300.0,18300.0,1,0,295,988,854,136,542,0,1,0,2,55,19,6
587.0,22300.0,22300.0,1,0,384,772,415,185,712,0,3,0,1,74,96,29
588.0,18300.0,18300.0,0,0,426,400,419,235,338,0,3,0,2,74,112,28
589.0,22300.0,22300.0,0,0,744,888,413,156,475,0,2,0,1,74,98,29
590.0,14700.0,14700.0,0,0,60,113,414,275,283,0,0,0,2,74,153,39
591.0,22300.0,22300.0,0,0,720,232,408,185,334,0,3,0,2,74,96,24
592.0,22300.0,22300.0,1,0,503,777,404,144,355,0,4,0,2,74,70,21
593.0,22300.0,22300.0,0,0,201,497,397,112,279,0,4,0,2,74,38,9
594.0,14700.0,14700.0,1,0,819,868,398,275,369,0,3,0,2,74,153,39
595.0,40600.0,40600.0,1,0,427,144,374,302,634,0,1,2,0,114,30,29
596.0,17300.0,17300.0,1,0,430,97,64,228,10,0,0,2,2,56,118,30
597.0,24400.0,24400.0,0,0,269,157,385,12,340,0,0,0,2,74,79,22
598.0,22400.0,22400.0,1,0,561,66,645,176,120,0,3,2,2,120,111,27
599.0,22300.0,22300.0,1,0,796,914,381,60,193,0,4,0,2,74,64,20
600.0,16200.0,16200.0,0,0,824,92,820,173,437,0,2,2,2,45,136,34
601.0,24400.0,24400.0,0,0,870,632,377,128,203,0,4,0,2,74,152,38
602.0,14700.0,14700.0,0,0,459,991,372,87,363,0,3,0,2,74,39,12
603.0,22300.0,22300.0,1,0,445,25,229,127,923,0,2,0,1,74,117,29
604.0,18300.0,18300.0,0,0,447,634,364,191,928,0,2,0,1,74,55,29
605.0,59400.0,59400.0,1,0,413,351,99,289,664,0,2,0,2,70,36,35
606.0,14700.0,14700.0,0,0,662,397,359,232,173,0,4,0,2,74,119,31
607.0,23400.0,23400.0,0,0,227,565,453,149,448,0,2,2,2,61,64,20
608.0,14700.0,14700.0,1,0,202,262,352,275,285,0,4,0,1,74,153,29
609.0,22300.0,22300.0,0,0,998,338,351,269,912,0,2,0,1,74,107,29
610.0,18300.0,18300.0,0,0,360,546,318,236,182,0,4,0,2,74,112,28
